2018-01-01T08:16:36.647Z,21.68543053,22.79999924,78.02999878,57.8319397,0.256896019,281.1992188
2018-01-01T20:33:18.251Z,21.61401176,22.79000092,78.16000366,57.82811737,0.088810921,277.1186829
2018-01-01T11:24:08.797Z,21.62122726,22.78000069,78.33999634,57.84094238,-0.020861626,278.8734436
2018-01-01T04:09:31.853Z,21.62844849,22.76000023,78.56999969,57.83610535,-0.053048134,280.5620422
2018-01-01T14:48:13.907Z,21.63908958,22.76000023,78.81999969,57.8633194,0.085830688,284.255127
2018-01-01T18:50:56.860Z,21.65917015,22.71999931,79.08000183,57.86782074,0.191926956,281.3959045
2018-01-01T02:38:07.594Z,21.64769363,22.71999931,79.30999756,57.86365509,-0.12755394,279.2990112
2018-01-01T15:42:55.229Z,21.68942833,22.70000076,79.30999756,57.83126831,-0.278353691,284.76297
2018-01-01T04:21:47.414Z,21.60505486,22.69000053,79.30000305,57.85151672,-0.152587891,284.4721069
2018-01-01T06:43:56.902Z,21.58172989,22.68000031,79.31999969,57.84555817,0.349283218,280.3110962
2018-01-01T14:06:59.529Z,21.51576233,22.65999985,79.43000031,57.84431458,-0.177025795,279.1213989
2018-01-01T19:05:14.341Z,21.52964401,22.64999962,79.68000031,57.85375977,0.130534172,281.0281677
2018-01-01T21:36:12.143Z,21.52057648,22.62000084,79.87999725,57.86827087,-0.258684158,282.5588074
2018-01-01T02:01:05.951Z,21.55574417,22.62000084,80.13999939,57.85927582,0,280.614502
2018-01-01T20:07:01.752Z,21.54306221,22.57999992,80.30999756,57.85905457,0.305175781,276.3497925
2018-01-01T05:07:04.438Z,21.53704643,22.55999947,80.41999817,57.83205414,0.192523003,278.3995972
2018-01-01T12:50:19.617Z,21.43822098,22.55999947,80.58000183,57.82823181,-0.143647194,276.6656799
2018-01-01T10:10:07.739Z,21.51272774,22.54999924,80.75,57.84217834,-0.053048134,279.1821899
2018-01-01T03:25:37.674Z,21.4468441,22.53000069,80.84999847,57.85939026,-0.088810921,281.0800171
2018-01-01T20:38:50.017Z,21.45063972,22.52000046,80.98999786,57.85702515,0.142455101,281.1378174
2018-01-01T22:04:41.814Z,21.43749809,22.5,81.08000183,57.84499359,0.073313713,277.9269104
2018-01-01T11:40:39.049Z,21.45869064,22.48999977,80.95999908,57.87007141,-0.37252903,282.2887878
